name,prompt,negative_prompt,category,weight,favorite
7160 | Clothing | Female/Active & Outdoor/Salomon - Performance Jacket + Leggings And Runners,"Salomon fitted performance jacket with ergonomic seams, breathable panels, and discreet branded detailing, supportive high-rise leggings, branded running shoes, compact belt bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Active & Outdoor,1.0,False
7161 | Clothing | Female/Underwear/Intimissimi - Seamless Set + Detailed Finish,"Intimissimi seamless scoop bralette with bonded straps and matching second-skin briefs, delicate lace panels, polished adjusters, accurate branded waistband, precise seams and fasteners, premium material texture, balanced layering, polished styling","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Underwear,1.0,False
7162 | Subject | Animal / veiled chameleon — Distinctive Form,"a mature veiled chameleon showing its characteristic silhouette, facial structure and body markings","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Animals / Reptiles,1,
7163 | Clothing | Female/Streetwear/Adidas - Cropped Puffer + Cargo And High Tops,"Adidas cropped insulated puffer with broad baffles, polished zip, and accurate sleeve badge, wide cargo trousers, branded high-top sneakers, compact crossbody pouch, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Streetwear,1.0,False
7164 | Clothing | Male/Active & Outdoor/The North Face - Technical Fleece + Tapered Joggers,"The North Face technical fleece layer with reinforced shoulders, zipped pockets, and woven brand patch, tapered technical joggers, branded running shoes, compact gym bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Active & Outdoor,1.0,False
7165 | Subject | People / Adventure / Wildlife Documentarian — Androgynous Adult,"androgynous adult with distinctive contemporary presence, wildlife documentarian, neutral field clothing and long-lens camera, observing animals without disturbance, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur",Subject/People / Adventure,1,
7166 | Clothing | Male/Streetwear/Puma - Varsity Jacket + Cargo And High Tops,"Puma varsity jacket with leather-look sleeves, chenille patches, and striped ribbing, wide cargo trousers, branded high-top sneakers, compact crossbody bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
7167 | Action | Fantasy/Ancient Rune Reading - Efficient,"brushing dust from carved runes and tracing their pattern, movement brisk and efficient, shoulders and elbows coordinating smoothly","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Fantasy,1.0,False
7168 | Character | Character/Anime & Manga/Bruno Bucciarati,"Bruno Bucciarati, Anime and manga, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7169 | Subject | Animal / British shorthair cat — Clear Identity,"a British shorthair cat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Animals / Domestic pets,1,
7170 | Action | Leisure & Social/Reading A Book - Casual Lean,"holding an open book with both hands, one thumb marking the page, posture settled, torso angled comfortably, hips and shoulders loose","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Leisure & Social,1.0,False
7171 | Clothing | Male/Polished Culture/Melbourne Creative - Evening Look / Silvered Taper - Day Finish,"adult man, dark structured layers, textured shirt, cropped trousers and design-forward footwear, a polished suit or dinner jacket, precise shirt styling and minimal formal accessories, mature silvered taper with refined texture, navy, grey and oxblood palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Melbourne Creative,1,False
7172 | Clothing | Male/Polished Culture/Los Angeles Casual - Evening Look / Medium Swept Back - Day Finish,"adult man, relaxed overshirt, premium tee, tapered trousers and minimal sneakers, a polished suit or dinner jacket, precise shirt styling and minimal formal accessories, medium-length hair swept back with realistic movement, black, grey and silver palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Los Angeles Casual,1,False
7173 | Pose | Kneeling/Hands On Thighs - Grounded Strength,"kneeling upright with both hands resting lightly on the thighs, shoulders open, support points pressing firmly downward, body line steady","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Kneeling,1.0,False
7174 | Character | Real Male/Popular Under 40/Yim Si-wan,"Yim Si-wan, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Male/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7175 | Clothing | Female/Polished Culture/New York Editorial - Dress Ensemble / Short Pixie - Evening Finish,"adult woman, sharp monochrome fashion, architectural coat and refined statement accessories, a refined midi dress with defined waist, elegant outer layer, coordinated bag and delicate jewellery, modern short pixie with fine directional texture, midnight blue, silver and black palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Female/New York Editorial,1,False
7176 | Pose | Standing/Feet Crossed At Ankles - Relaxed Asymmetry,"standing with ankles crossed, hips subtly angled, upper body upright and composed, one shoulder slightly lower than the other, hips offset, stance naturally asymmetrical","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Standing,1.0,False
"7177 | Location | Czechia/Old Town Square, Prague - Blue Hour","Old Town Square in Prague, astronomical clock tower, pastel facades, gothic spires, cobbled paving, during blue hour, lanterns and windows glowing against deepening sky","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Czechia,1.0,False
7178 | Location | Thailand/Chiang Mai Old City - After Rain,"Chiang Mai Old City, weathered brick walls, temple roofs, narrow lanes, lanterns, leafy courtyards, just after rain, darkened stone, reflective paving, fresh colour in old facades","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Thailand,1.0,False
7179 | Clothing | Female/Unbranded/Swimwear - Look 01 / Hair 09,"minimal string bikini with triangle top, adjustable neck and back ties, and low-rise tie-side bottoms, long layered cut with curtain bangs, smooth material transitions, accurate elastic edges, clean hardware and natural movement","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Swimwear,1.0,False
7180 | Character | Character/Marvel/Purple Man / Kilgrave,"Purple Man / Kilgrave, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7181 | Character | Real Public Figure/Sophie Wilde — Prestige Editorial,"Sophie Wilde, prestige magazine editorial with restrained luxury wardrobe and sculpted studio light, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7182 | Action | Performance/Conducting Orchestra - Urgent,"leading a musical phrase with precise baton and left-hand gesture, action performed with controlled urgency and clear forward intention","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Performance,1.0,False
7183 | Character | Character/DC/Stephanie Brown / Spoiler,"Stephanie Brown / Spoiler, DC Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7184 | Pose | Lifestyle/Rooftop Conversation - Mid Motion,"sitting on a low rooftop ledge with body turned toward an unseen companion, captured during believable movement with controlled balance and fabric response","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
7185 | Pose | Horror/Possessed Arch - Direct Gaze,"standing in an unnatural but anatomically coherent backward arch, chin level, direct gaze into camera, calm facial control","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Horror,1.0,False
7186 | Location | Everyday & Commercial/Warehouse Aisle - After Rain,"inside a warehouse aisle with tall pallet racks, forklifts, marked concrete lanes and loading labels, just after rain with wet surfaces, clean air, small reflections and saturated colours","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Everyday & Commercial,1.0,False
7187 | Clothing | Unisex/Polished Culture/California Minimal - Technical Layers / Wavy Lob - Day Finish,"adult subject, relaxed premium basics, light layers and understated contemporary footwear, a technical jacket, premium base layer, relaxed trousers and utility accessories, wavy long bob with natural movement, navy, sand and copper palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise construction, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Unisex/California Minimal,1,False
7188 | Action | Travel & Transport/Loading A Car Boot - Purposeful Pace,"lifting a travel bag into an open car boot, knees bent and back kept stable, movement directed forward with clear travel momentum","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Travel & Transport,1.0,False
7189 | Location | Everyday & Commercial/University Library - Blue Hour,"inside a university library with study desks, book stacks, computer stations and quiet glass rooms, during blue hour with cool ambient light and practical lights beginning to glow","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Everyday & Commercial,1.0,False
7190 | Clothing | Female/Business/Gucci - Tailored Blazer + Fluid Trousers,"Gucci sharply tailored blazer with precise lapels, structured shoulders, and premium branded buttons, fluid silk-blend trousers, almond-toe heels, minimal clutch, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Business,1.0,False
7191 | Pose | Seated/Reclined Seat - Leftward Gaze,"seated in a gentle recline, shoulders supported, knees bent and feet placed comfortably, head turned slightly left, neck long, torso remaining centred","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
7192 | Action | Performance/Singing into Microphone - Exhausted,"singing with controlled breath, expressive face and correct microphone grip, visible fatigue in breathing and shoulders while the action remains readable","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Performance,1.0,False
7193 | Action | Kitchen/Slicing Vegetables - Starting Step,"slicing vegetables into even pieces, guiding hand curled safely, knife moving with precision, action just beginning, hands positioned before the main force is applied","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Kitchen,1.0,False
"7194 | Location | United Kingdom/Camden Market, London - Blue Hour","Camden Lock market streets beside the canal, layered shopfronts, brick viaducts, metal railings, lively alternative London character without readable signage, during blue hour, a deep cobalt sky, warm windows and streetlights beginning to glow","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United Kingdom,1.0,False
7195 | Location | Home & Rooms/Main Bedroom - Late Afternoon,"a main bedroom with layered bedding, bedside tables, wardrobe doors, soft curtains and a padded bench, in late afternoon with warm side light, long shadows and glowing surfaces","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Home & Rooms,1.0,False
7196 | Action | Fantasy/Opening a Portal - Confident,"drawing a circular magical gesture as light forms in space, action performed confidently with stable posture and precise object interaction","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Fantasy,1.0,False
7197 | Character | Real Female/Actor Korean/Moon Ga-young,"Moon Ga-young, Moon Ga-young likeness reference,  Real Female/Actor Korean, photogenic editorial portrait, recognizable face and signature public-image cues, cinematic editorial portrait, polished entertainment-industry styling, high-recognition public figure look,  natural skin texture, accurate facial likeness, ","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
7198 | Clothing | Female/Casual/Zara - Denim Trucker + Straight Denim,"Zara structured denim trucker jacket with branded metal buttons and clean contrast stitching, high-rise straight-leg denim, leather loafers, compact shoulder bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Casual,1.0,False
7199 | Action | Office & Study/Reading A Report - Brief Review,"holding an open report at chest height, one finger tracking a line of text, pause to verify details, chin slightly lowered toward the work","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Office & Study,1.0,False
7200 | Pose | Crouching/Side Lunge Hold - Core Engagement,"holding a low side lunge, one knee bent deeply, opposite leg extended straight, midsection engaged, pelvis stable, upper body lifted with control","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Crouching,1.0,False
7201 | Character | Real Female/Athlete/Sue Bird,"Sue Bird, Female public figure portrait reference, safe editorial portrait reference, recognizable likeness from widely known public imagery, basketball athlete portrait, composed veteran sports presence, clean editorial lighting, clear face reference, natural skin texture, clothed portrait framing, category tag: Real Female/Athlete","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, generic face, unrecognizable person, wrong person, text artifacts, watermark, logo artifacts, ",Character/Character,1,
7202 | Clothing | Male/Streetwear/Supreme - Technical Track Jacket + Double Knee Pants,"Supreme technical track jacket with contrast taping, breathable panels, and precise branding, double-knee work pants, skate shoes, webbing belt, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
7203 | Clothing | Male/Business/Zegna - Fine Gauge Polo Knit + Smart Chinos,"Zegna fine-gauge polo knit with compact collar, ribbed cuffs, and discreet emblem detail, refined chinos, suede monk straps, structured portfolio bag, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Business,1.0,False
7204 | Character | Character/Sci-Fi Film & TV/Daenerys Targaryen / Sci-Fi Fantasy Crossover,"Daenerys Targaryen / Sci-Fi Fantasy Crossover, Science-fiction film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7205 | Action | Home & Craft/Making A Bed - Careful Precision,"pulling a bedcover taut across the mattress, arms extended, fabric tension visible, movement measured and tidy, fingers positioned for fine control","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Home & Craft,1.0,False
7206 | Character | Character/DC/Hawkgirl / Kendra Saunders — Classic Canon,"Hawkgirl / Kendra Saunders — Classic Canon, DC Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7207 | Character | Real Female/Popular Under 40/Nayeon,"Nayeon, adult musician, recognisable likeness from widely known public imagery, polished music-editorial portrait, recognisable contemporary fashion and confident stage-ready presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Musician","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7208 | Location | Australia/Sydney Opera House And Circular Quay - Late Afternoon,"Sydney Opera House beside Circular Quay, white shell roofs, harbour water, ferry wharves, Harbour Bridge beyond, in late afternoon, warm sun across the waterfront, long reflections","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Australia,1.0,False
7209 | Character | Real Female/Popular Under 40/Beabadoobee,"Beabadoobee, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7210 | Character | Character/Cult Film & TV/Doc Savage,"Doc Savage, Cult film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7211 | Character | Character/Animation/Luisa Madrigal,"Luisa Madrigal, Animated film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7212 | Clothing | Female/UK & US Culture/Soho Leather Layers - Green and black,"cropped leather jacket over a clean ribbed top, dark straight-leg denim, pointed ankle boots and a slim crossbody bag, deep green with black foundations, sleek understated accessories, authentic fabric texture, precise seams and fasteners, natural drape, coordinated footwear, believable accessories, clean silhouette, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, watermark, low detail, blur",Clothing/Female/UK & US Culture,1.0,False
7213 | Character | Real Female/Popular Under 40/Madelyn Cline,"Madelyn Cline, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7214 | Action | Kitchen/Seasoning A Pan - Deliberate Pace,"sprinkling seasoning over a hot pan, free hand gripping the handle, ingredients visibly sizzling, movement slow and deliberate, attention fixed on exact hand placement","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Kitchen,1.0,False
7215 | Character | Real Female/Popular Under 40/Tati Gabrielle,"Tati Gabrielle, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7216 | Character | Real Female/Popular Under 40/Sophie Turner,"Sophie Turner, adult actor, recognisable likeness from widely known public imagery, premium film-and-television editorial portrait, refined red-carpet styling and expressive cinematic presence, clear facial reference, natural skin texture, precise facial structure, refined hair detail, clothed portrait framing, modern wardrobe styling, confident camera-ready expression, cinematic beauty lighting, premium magazine finish, category tag: Real Female/Actor","wrong identity, generic face, altered facial structure, inaccurate hairstyle, age regression, child, teen, underage, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, mixed celebrity identity, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7217 | Subject | People / Sport / Professional Boxer — Young Adult Woman,"adult woman in her twenties, confident and capable, professional boxer, technical training kit and wrapped hands, working combinations on focus mitts, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur",Subject/People / Sport,1,
7218 | Clothing | Male/Casual/Calvin Klein - Denim Trucker + Straight Denim,"Calvin Klein rigid denim trucker jacket with branded metal buttons, chest pockets, and contrast stitching, straight dark denim, leather Chelsea boots, woven belt, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Casual,1.0,False
7219 | Location | Space & Speculative/Alien Jungle Planet - Busy,"in an alien jungle with giant luminous leaves, twisting roots, mist, shallow pools and unfamiliar sky, during a lively busy period with layered background activity and naturally arranged objects","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Space & Speculative,1.0,False
