name,category,prompt,negative_prompt
People / Character / Survivalist — Androgynous Adult,People / Character,"androgynous adult with distinctive contemporary presence, survivalist, weathered layered outdoor clothing, building shelter before nightfall, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Survivalist — Character Portrait,People / Character,"adult subject with memorable facial character and strong silhouette, survivalist, weathered layered outdoor clothing, building shelter before nightfall, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Young Adult Woman,People / Character,"adult woman in her twenties, confident and capable, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Young Adult Man,People / Character,"adult man in his twenties, confident and capable, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Mature Woman,People / Character,"mature adult woman, composed and experienced, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Mature Man,People / Character,"mature adult man, composed and experienced, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Older Woman,People / Character,"older adult woman, authoritative and characterful, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Older Man,People / Character,"older adult man, authoritative and characterful, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Elegant Woman,People / Character,"adult woman with polished elegant presence, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Rugged Man,People / Character,"adult man with rugged practical presence, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Androgynous Adult,People / Character,"androgynous adult with distinctive contemporary presence, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Royal Diplomat — Character Portrait,People / Character,"adult subject with memorable facial character and strong silhouette, royal diplomat, formal ceremonial tailoring, negotiating in a grand state room, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Young Adult Woman,People / Character,"adult woman in her twenties, confident and capable, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Young Adult Man,People / Character,"adult man in his twenties, confident and capable, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Mature Woman,People / Character,"mature adult woman, composed and experienced, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Mature Man,People / Character,"mature adult man, composed and experienced, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Older Woman,People / Character,"older adult woman, authoritative and characterful, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Older Man,People / Character,"older adult man, authoritative and characterful, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Elegant Woman,People / Character,"adult woman with polished elegant presence, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Rugged Man,People / Character,"adult man with rugged practical presence, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Androgynous Adult,People / Character,"androgynous adult with distinctive contemporary presence, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Small-Town Sheriff — Character Portrait,People / Character,"adult subject with memorable facial character and strong silhouette, small-town sheriff, accurate modern uniform, assessing an unsettling rural scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Young Adult Woman,People / Character,"adult woman in her twenties, confident and capable, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Young Adult Man,People / Character,"adult man in his twenties, confident and capable, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Mature Woman,People / Character,"mature adult woman, composed and experienced, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Mature Man,People / Character,"mature adult man, composed and experienced, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Older Woman,People / Character,"older adult woman, authoritative and characterful, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Older Man,People / Character,"older adult man, authoritative and characterful, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Elegant Woman,People / Character,"adult woman with polished elegant presence, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Rugged Man,People / Character,"adult man with rugged practical presence, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Androgynous Adult,People / Character,"androgynous adult with distinctive contemporary presence, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Character / Space Mission Commander — Character Portrait,People / Character,"adult subject with memorable facial character and strong silhouette, space mission commander, credible near-future flight suit, leading a tense orbital operation, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Clear Identity,Horror / Modern,"a abandoned hospital apparition, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Cinematic Entrance,Horror / Modern,"a abandoned hospital apparition, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Close Portrait,Horror / Modern,"a abandoned hospital apparition, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Full Body,Horror / Modern,"a abandoned hospital apparition, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Environmental,Horror / Modern,"a abandoned hospital apparition, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Abandoned Hospital Apparition — Practical Effects,Horror / Modern,"a abandoned hospital apparition, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Clear Identity,Horror / Modern,"a subway tunnel crawler, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Cinematic Entrance,Horror / Modern,"a subway tunnel crawler, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Close Portrait,Horror / Modern,"a subway tunnel crawler, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Full Body,Horror / Modern,"a subway tunnel crawler, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Environmental,Horror / Modern,"a subway tunnel crawler, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Subway Tunnel Crawler — Practical Effects,Horror / Modern,"a subway tunnel crawler, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Clear Identity,Horror / Modern,"a rotting carnival ringmaster, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Cinematic Entrance,Horror / Modern,"a rotting carnival ringmaster, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Close Portrait,Horror / Modern,"a rotting carnival ringmaster, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Full Body,Horror / Modern,"a rotting carnival ringmaster, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Environmental,Horror / Modern,"a rotting carnival ringmaster, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Rotting Carnival Ringmaster — Practical Effects,Horror / Modern,"a rotting carnival ringmaster, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Clear Identity,Horror / Modern,"a fog-bound cemetery revenant, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Cinematic Entrance,Horror / Modern,"a fog-bound cemetery revenant, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Close Portrait,Horror / Modern,"a fog-bound cemetery revenant, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Full Body,Horror / Modern,"a fog-bound cemetery revenant, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Environmental,Horror / Modern,"a fog-bound cemetery revenant, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Fog-Bound Cemetery Revenant — Practical Effects,Horror / Modern,"a fog-bound cemetery revenant, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Clear Identity,Horror / Modern,"a mirror-bound doppelganger, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Cinematic Entrance,Horror / Modern,"a mirror-bound doppelganger, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Close Portrait,Horror / Modern,"a mirror-bound doppelganger, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Full Body,Horror / Modern,"a mirror-bound doppelganger, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Environmental,Horror / Modern,"a mirror-bound doppelganger, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Mirror-Bound Doppelganger — Practical Effects,Horror / Modern,"a mirror-bound doppelganger, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Clear Identity,Horror / Modern,"a attic whispering ghost, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Cinematic Entrance,Horror / Modern,"a attic whispering ghost, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Close Portrait,Horror / Modern,"a attic whispering ghost, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Full Body,Horror / Modern,"a attic whispering ghost, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Environmental,Horror / Modern,"a attic whispering ghost, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Attic Whispering Ghost — Practical Effects,Horror / Modern,"a attic whispering ghost, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Clear Identity,Horror / Modern,"a marshland bone witch, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Cinematic Entrance,Horror / Modern,"a marshland bone witch, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Close Portrait,Horror / Modern,"a marshland bone witch, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Full Body,Horror / Modern,"a marshland bone witch, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Environmental,Horror / Modern,"a marshland bone witch, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Marshland Bone Witch — Practical Effects,Horror / Modern,"a marshland bone witch, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Clear Identity,Horror / Modern,"a faceless corridor stalker, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Cinematic Entrance,Horror / Modern,"a faceless corridor stalker, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Close Portrait,Horror / Modern,"a faceless corridor stalker, intense close character portrait with unsettling facial detail, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Full Body,Horror / Modern,"a faceless corridor stalker, full-body design showing coherent anatomy, costume and scale, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Environmental,Horror / Modern,"a faceless corridor stalker, integrated naturally into a richly detailed haunted environment, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Faceless Corridor Stalker — Practical Effects,Horror / Modern,"a faceless corridor stalker, convincing practical-effects texture, material realism and restrained gore-free menace, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Moth-Covered Oracle — Clear Identity,Horror / Modern,"a moth-covered oracle, clearly recognisable central horror subject with readable silhouette, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
Horror / Modern / Moth-Covered Oracle — Cinematic Entrance,Horror / Modern,"a moth-covered oracle, emerging into controlled cinematic light with suspenseful staging, atmospheric dread, precise material texture, coherent anatomy, polished horror concept design","cute, cheerful, generic monster, duplicate creature, broken anatomy, random costume, excessive gore, text, watermark, low detail, blur"
